Time_s,Height_m,X_m,Y_m,Roll_deg,Pitch_deg,Yaw_deg,p,q,r,u,v,w,tx,ty,tz,Thrust
0.01,0.000981,0,0,-0.728892128279883,0.5435,0,-1.27215675303528,0.948586448458918,0,0,0,-0.0981,-0.00872699532582205,0.00872699532582205,0,1.33416
0.02,0.00294106286547641,-4.99651180116347e-05,-6.70149189851043e-05,0.999564698213525,-0.745083906462286,0.0175789972201132,3.01643522733492,-2.24921148473017,0.00206720097775458,-0.00313702581692154,-0.0042070189250784,-0.196114251269072,0.0292452010788232,-0.0292452010788232,0,1.33416
0.03,0.00588161641621848,-1.12058415978655e-05,-1.49782588426225e-05,0.250603039558077,-0.186701117059692,0.0251837999652154,-1.3070120935243,0.974645038238027,-0.00373130302667155,5.33588687224563e-05,7.14991997235476e-05,-0.294126919617336,-0.0292452010788232,0.0292452010788232,-0.000237402463089971,1.33416
0.04,0.00980149655990117,-6.00775086371707e-05,-8.05688806408259e-05,1.9593113581642,-1.46079636180033,0.0325733169633059,2.98230063748087,-2.22363802040357,0.0226231121435858,-0.00616733321587494,-0.00827126251162848,-0.391937570693238,0.0292452010788232,-0.0292452010788232,0.000329173294505058,1.33416
0.05,0.0146959316374132,6.73499793251921e-05,9.03413526069112e-05,1.1929420688331,-0.885413146375076,-0.0258715688200453,-1.34016716076649,1.00015962755921,-0.136247300387346,0.000270962656432143,0.000334150907903239,-0.489907381989065,-0.0292452010788232,0.0292452010788232,-0.00231916763674207,1.33416
0.06,0.020573521339301,6.84225719749343e-05,9.18743345752076e-05,2.87625949762578,-2.15448383300533,0.446051085768876,2.95067097522115,-2.19732016022002,0.869497111856316,-0.00897532082878032,-0.0120819683808722,-0.587566261538505,0.0292452010788232,-0.0292452010788232,0.0136698809913145,1.33416
0.07,0.0274145977504263,0.000335223265545542,0.00044363835899081,2.16013515675123,-1.47176676980628,-1.21818681212376,-1.35906984154937,1.04441557683337,-2.95872493357344,0.00121572927158505,0.000569085933247084,-0.685529480155093,-0.0292452010788232,0.0292452010788232,-0.05220768204,1.33416
0.08,0.0352461407609608,0.000430941054775482,0.000577126256556117,3.83870951239646,-2.70874024962272,-0.734425550115445,2.95135080481929,-2.12557766281311,0.924819754620207,-0.0108320500897875,-0.015978687961517,-0.783088639056981,0.0292452010788232,-0.0292452010788232,0.05220768204,1.33416
0.09,0.0440252402623898,0.000884148184141643,0.00117038192425269,3.13714941157238,-1.95936532913228,-2.35406298027704,-1.35804464564203,1.11593441986344,-2.90486889720039,0.00301778848205507,0.000917588694734055,-0.881072880888518,-0.0292452010788232,0.0292452010788232,-0.05220768204,1.33416
0.1,0.0538055398899512,0.00111500219523912,0.00149933224352033,4.81235770578089,-3.16628963669291,-1.85886514410794,2.95334049872694,-2.05605220836839,0.977763215521987,-0.0117374671159767,-0.0197684134454222,-0.978585238297715,0.0292452010788232,-0.0292452010788232,0.05220768204,1.33416
0.11,0.0645128902798047,0.00179536792025904,0.00239489634158815,4.12250500616349,-2.35244084458348,-3.43337167875649,-1.35580506662318,1.18523867086395,-2.85332880129543,0.00585535974302383,0.00140147172972203,-1.0766088426562,-0.0292452010788232,0.0292452010788232,-0.05220768204,1.33416
0.12,0.0762354731399217,0.002197534674747,0.00298211103088056,5.79564528315889,-3.53129353169397,-2.92713660870475,2.95644700150056,-1.98869861982796,1.02842918986413,-0.0115199452787858,-0.0234431287176491,-1.17412639506876,0.0292452010788232,-0.0292452010788232,0.05220768204,1.33416
0.13,0.0888602789622291,0.00314125401962183,0.00424038535840827,5.11486545762776,-2.65517024249496,-4.45594493614711,-1.35253377032771,1.25237479100968,-2.80400631629973,0.009895725141714,0.00202514645684058,-1.2722003768147,-0.0292452010788232,0.0292452010788232,-0.05220768204,1.33416
0.14,0.102517522826376,0.00374667862261491,0.00514825481017541,6.78716108509238,-3.80785693532669,-3.93907284882611,2.96049670379457,-1.92346728946732,1.07691413310328,-0.0100182490588386,-0.0270104050936067,-1.36977400736908,0.0292452010788232,-0.0292452010788232,0.05220768204,1.33416
0.15,0.117048068322471,0.00498552306896436,0.00682950161010167,6.11304385206105,-2.87166420543252,-5.42160643128667,-1.34839489683819,1.31739322254301,-2.75680809139293,0.0152965965463661,0.00277839110694891,-1.46790295403441,-0.0292452010788232,0.0292452010788232,-0.05220768204,1.33416
0.16,0.132631296456758,0.0058220154429564,0.0081202618262745,7.78564752295071,-4.0000180307941,-4.89450086482819,2.96533384249804,-1.86030540206083,1.12330969645123,-0.00708025475723356,-0.0304908449623311,-1.56558231450548,0.0292452010788232,-0.0292452010788232,0.05220768204,1.33416
0.17,0.149055015587114,0.00738347224558708,0.0102848411658324,7.11600781793696,-3.00595776458535,-6.33019604611566,-1.3435355893256,1.38034725819785,-2.71164534508782,0.0222072424995745,0.00363878832509908,-1.66376519045375,-0.0292452010788232,0.0292452010788232,-0.05220768204,1.33416
