Time_s,Height_m,X_m,Y_m,Roll_deg,Pitch_deg,Yaw_deg,p,q,r,u,v,w,tx,ty,tz,Thrust
0.01,0.000981,0,0,-0.728892128279883,0,0,-1.27215675303528,0,0,0,0,-0.0981,-0.00872699532582205,0,0,1.33416
0.02,0.00294140450089111,0,-6.70149189851043e-05,0.999397948728878,0,0,3.01643522733492,0,0,0,-0.00420707507103693,-0.196109838060597,0.0292452010788232,0,0,1.33416
0.03,0.00588178107517639,0,-1.50070425174796e-05,0.250517861474417,0,0,-1.30704232252128,0,0,0,7.14210015963735e-05,-0.294083639594662,-0.0292452010788232,0,0,1.33416
0.04,0.00980103144553886,0,-8.05715915996282e-05,1.95921973868809,0,0,2.98224736923865,0,0,0,-0.00827002472635963,-0.391892623620109,0.0292452010788232,0,0,1.33416
0.05,0.0146957395904123,0,9.0325509754755e-05,1.19114321563445,0,0,-1.34054642345562,0,0,0,0.000345607489093909,-0.489768942444171,-0.0292452010788232,0,0,1.33416
0.06,0.0205710830775191,0,9.18541541517095e-05,2.88103258576492,0,0,2.94941335032299,0,0,0,-0.012060758303465,-0.587410565440866,0.0292452010788232,0,0,1.33416
0.07,0.0274140741691808,0,0.000445701591780925,2.09451980576974,0,0,-1.37272376199297,0,0,0,0.000945560207026852,-0.685212709173354,-0.0292452010788232,0,0,1.33416
0.08,0.0352417027369211,0,0.000577237663539184,3.76634164409751,0,0,2.91787955855639,0,0,0,-0.0154636958305796,-0.782720627962517,0.0292452010788232,0,0,1.33416
0.09,0.0440260529318628,0,0.00117537565517017,2.96212268293567,0,0,-1.40362687792424,0,0,0,0.00198221142799493,-0.880466833493404,-0.0292452010788232,0,0,1.33416
0.1,0.0538012297051774,0,0.00149719849522897,4.61659246372012,0,0,2.88759450494375,0,0,0,-0.0183746899471813,-0.977874674827334,0.0292452010788232,0,0,1.33416
0.11,0.0645192564655412,0,0.00239834476471914,3.79536848616584,0,0,-1.43330623046463,0,0,0,0.0035554551058087,-1.07557844023013,-0.0292452010788232,0,0,1.33416
0.12,0.0762364307408665,0,0.00296819183209035,5.43317335088568,0,0,2.85850873945416,0,0,0,-0.0207000469505118,-1.17291964551781,0.0292452010788232,0,0,1.33416
0.13,0.0888797984322524,0,0.0042285386427231,4.59561775558809,0,0,-1.46181028064442,0,0,0,0.00575508332093778,-1.27059005412544,-0.0292452010788232,0,0,1.33416
